"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2023";"Emenda Individual";"FRANCISCO JR.";"0008";"GOIÁS (UF)";"Cultura";"Difusão cultural";"2.000.000,00";"2.000.000,00";"2.000.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ABILIO SANTANA";"0002";"CORIBE - BA";"Saúde";"Atenção básica";"2.000.000,00";"2.000.000,00";"2.000.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALENCAR SANTANA";"0013";"MAUÁ - SP";"Saúde";"Assistência hospitalar e ambulatorial";"2.000.000,00";"2.000.000,00";"2.000.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DULCE MIRANDA";"0014";"SÍTIO NOVO DO TOCANTINS - TO";"Saúde";"Atenção básica";"2.000.000,00";"2.000.000,00";"2.000.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OSSESIO SILVA";"0003";"BOM CONSELHO - PE";"Saúde";"Atenção básica";"2.000.000,00";"2.000.000,00";"2.000.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HELDER SALOMAO";"0014";"ESPÍRITO SANTO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.002.131,00";"193.829,00";"193.829,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUSTAVO FRUET";"0009";"PARANÁ (UF)";"Educação";"Ensino superior";"2.003.590,00";"539.116,62";"521.010,63";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAURO BENEVIDES FILHO";"0006";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.005.320,00";"2.005.320,00";"2.005.320,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BOSCO SARAIVA";"0006";"TONANTINS - AM";"Saúde";"Atenção básica";"2.010.000,00";"2.010.000,00";"2.010.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NIVALDO ALBUQUERQUE";"0013";"MARAVILHA - AL";"Saúde";"Atenção básica";"2.011.962,00";"2.011.962,00";"2.011.962,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAJOR VITOR HUGO";"0021";"MINEIROS - GO";"Educação";"Ensino superior";"2.015.304,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FERNANDO RODOLFO";"0001";"Nacional";"Agricultura";"Promoção da produção agropecuária";"2.016.836,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEANDRE";"0001";"PARANÁ (UF)";"Saúde";"Atenção básica";"2.019.921,00";"1.664.727,00";"1.664.727,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO CURY";"0004";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"2.020.550,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUCAS GONZALEZ";"0003";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"2.026.255,00";"2.026.255,00";"2.026.255,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VANDERLEI MACRIS";"0018";"MAIRIPORÃ - SP";"Saúde";"Assistência hospitalar e ambulatorial";"2.027.556,00";"2.027.556,00";"2.027.556,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AFONSO HAMM";"0002";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.028.896,00";"2.028.896,00";"2.028.896,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALIEL MACHADO";"0009";"MÚLTIPLO";"Múltiplo";"Múltiplo";"2.035.000,00";"1.635.000,00";"1.635.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SOSTENES CAVALCANTE";"0014";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"2.036.511,00";"2.036.511,00";"2.036.511,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RODRIGO DE CASTRO";"0009";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"2.036.511,00";"101.993,10";"76.453,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GIOVANI FELTES";"0006";"RIO GRANDE DO SUL (UF)";"Urbanismo";"infra-estrutura urbana";"2.036.511,00";"73.677,73";"73.677,73";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EFRAIM FILHO";"0005";"PARAÍBA (UF)";"Assistência social";"Assistência comunitária";"2.039.867,00";"2.039.867,00";"2.039.867,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DULCE MIRANDA";"0013";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"2.040.499,00";"2.040.499,00";"2.040.499,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AELTON FREITAS";"0003";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"2.047.310,00";"1.549.295,00";"1.549.295,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO JERRY";"0006";"MARANHÃO (UF)";"Agricultura";"Promoção da produção agropecuária";"2.049.261,00";"52.404,61";"52.404,61";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WELLINGTON ROBERTO";"0004";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.054.071,00";"1.464.207,00";"1.464.207,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PATRUS ANANIAS";"0012";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"2.058.278,80";"650.000,00";"650.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ANDRE ABDON";"0006";"SANTANA - AP";"Saúde";"Atenção básica";"2.062.086,00";"548.620,00";"548.620,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RAFAEL MOTTA";"0002";"RIO GRANDE DO NORTE (UF)";"Saúde";"Múltiplo";"2.077.847,00";"1.930.847,00";"1.930.847,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LIDICE DA MATA";"0008";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.080.531,00";"1.499.913,00";"1.499.913,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCELO ARO";"0007";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"2.090.446,00";"2.090.446,00";"2.090.446,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ZEQUINHA MARINHO";"0012";"MÚLTIPLO";"Múltiplo";"Múltiplo";"2.091.432,00";"1.094.515,00";"1.094.515,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCOS PEREIRA";"0007";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"2.094.487,00";"63.506,00";"63.506,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SIMONE TEBET";"0020";"MÚLTIPLO";"Saúde";"Atenção básica";"2.096.408,00";"699.500,00";"699.500,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ESPERIDIAO AMIN";"0005";"SANTA CATARINA (UF)";"Ciência e Tecnologia";"Desenvolvimento tecnológico e engenharia";"2.096.929,99";"1.296.949,00";"1.296.949,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SIMONE TEBET";"0014";"MÚLTIPLO";"Saúde";"Múltiplo";"2.096.930,00";"869.357,00";"869.357,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JADER BARBALHO";"0001";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.096.949,00";"1.497.821,00";"1.497.821,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NILDA GONDIM";"0014";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OTTO ALENCAR";"0017";"MÚLTIPLO";"Saúde";"Atenção básica";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OTTO ALENCAR";"0016";"MÚLTIPLO";"Saúde";"Atenção básica";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCOS DO VAL";"0006";"Nacional";"Defesa nacional";"Defesa naval";"2.096.950,00";"1.293.694,56";"1.279.993,16";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO ROCHA";"0004";"MÚLTIPLO";"Múltiplo";"Múltiplo";"2.096.950,00";"188.324,60";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RANDOLFE RODRIGUES";"0002";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TELMARIO MOTA";"0002";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OTTO ALENCAR";"0010";"MÚLTIPLO";"Saúde";"Atenção básica";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NILDA GONDIM";"0013";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"2.096.950,00";"2.096.950,00";"2.096.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OTTO ALENCAR";"0008";"MÚLTIPLO";"Saúde";"Atenção básica";"2.096.952,00";"2.096.952,00";"2.096.952,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO DA FONTE";"0008";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.100.000,00";"2.100.000,00";"2.100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OSMAR SERRAGLIO";"0009";"UMUARAMA - PR";"Encargos especiais";"Outras transferências";"2.100.000,00";"2.100.000,00";"2.100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RODRIGO CUNHA";"0008";"Nacional";"Múltiplo";"Múltiplo";"2.100.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OSMAR SERRAGLIO";"0011";"UMUARAMA - PR";"Saúde";"Assistência hospitalar e ambulatorial";"2.100.000,00";"2.100.000,00";"2.100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JERONIMO GOERGEN";"0013";"SÃO BORJA - RS";"Encargos especiais";"Outras transferências";"2.100.000,00";"2.100.000,00";"2.100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARMEN ZANOTTO";"0005";"SANTA CATARINA (UF)";"Saúde";"Saneamento básico urbano";"2.100.858,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VINICIUS CARVALHO";"0001";"CARAPICUÍBA - SP";"Saúde";"Assistência hospitalar e ambulatorial";"2.102.449,00";"2.102.449,00";"2.102.449,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCEL VAN HATTEM";"0002";"RIO GRANDE DO SUL (UF)";"Saúde";"Múltiplo";"2.106.211,00";"1.856.211,00";"1.856.211,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RENILDO CALHEIROS";"0013";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.115.483,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO FOLETTO";"0010";"ESPÍRITO SANTO (UF)";"Assistência social";"Assistência comunitária";"2.117.971,00";"2.117.971,00";"2.117.971,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"IVAN VALENTE";"0003";"SÃO PAULO (UF)";"Educação";"Ensino superior";"2.117.972,00";"1.505.903,95";"1.505.903,95";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANGELA GOMES";"0024";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.117.972,00";"2.117.972,00";"2.117.972,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GILBERTO NASCIMENTO";"0003";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"2.117.972,00";"2.117.972,00";"2.117.972,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE MARIO SCHREINER";"0001";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.119.413,00";"499.999,00";"499.999,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VAIDON OLIVEIRA";"0006";"MÚLTIPLO";"Saúde";"Múltiplo";"2.125.949,00";"1.800.108,00";"1.800.108,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RODRIGO AGOSTINHO";"0002";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"2.126.126,00";"1.676.167,00";"1.676.167,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BIBO NUNES";"0005";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"2.129.209,00";"1.629.209,00";"1.629.209,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ZECA DIRCEU";"0002";"PARANÁ (UF)";"Desporto e lazer";"Desporto comunitário";"2.129.209,00";"2.129.209,00";"2.129.209,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OTTO ALENCAR";"0015";"MÚLTIPLO";"Saúde";"Atenção básica";"2.131.374,00";"2.131.374,00";"2.131.374,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALESSANDRO VIEIRA";"0011";"SERGIPE (UF)";"Assistência social";"Assistência comunitária";"2.140.000,00";"2.140.000,00";"2.140.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DULCE MIRANDA";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"2.150.000,00";"2.150.000,00";"2.150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VENEZIANO VITAL DO REGO";"0007";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"2.156.862,00";"2.156.862,00";"2.156.862,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS SAMPAIO";"0005";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.170.519,00";"2.170.519,00";"2.170.519,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RUBENS OTONI";"0010";"GOIÁS (UF)";"Saúde";"Atenção básica";"2.172.037,00";"1.996.684,00";"1.996.684,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VENEZIANO VITAL DO REGO";"0013";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"2.173.758,00";"2.173.758,00";"2.173.758,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WELLINGTON ROBERTO";"0001";"PARAÍBA (UF)";"Agricultura";"Promoção da produção agropecuária";"2.176.655,68";"109.971,58";"109.971,58";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ORLANDO SILVA";"0007";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"2.184.554,00";"2.092.181,00";"2.092.181,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AIRTON FALEIRO";"0008";"PARÁ (UF)";"Agricultura";"Promoção da produção agropecuária";"2.191.432,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE RICARDO";"0022";"AMAZONAS (UF)";"Saúde";"Suporte profilático e terapêutico";"2.199.292,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TULIO GADELHA";"0009";"PERNAMBUCO (UF)";"Assistência social";"Assistência comunitária";"2.199.431,00";"660.536,25";"660.536,25";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NEWTON CARDOSO JR";"0003";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"2.199.432,00";"132.540,22";"47.274,22";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GIL CUTRIM";"0002";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"2.199.432,00";"2.199.432,00";"2.199.432,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AFONSO MOTTA";"0008";"RIO GRANDE DO SUL (UF)";"Agricultura";"Promoção da produção agropecuária";"2.199.432,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GURGEL";"0007";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"2.200.000,00";"2.200.000,00";"2.200.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO CESAR";"0004";"PIAUÍ (UF)";"Saúde";"Atenção básica";"2.202.224,00";"1.852.247,00";"1.852.247,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALEXANDRE LEITE";"0007";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.203.254,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SILVIA CRISTINA";"0005";"RONDÔNIA (UF)";"Assistência social";"Assistência comunitária";"2.203.420,00";"2.203.420,00";"2.203.420,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO RAMOS";"0002";"RIO DE JANEIRO - RJ";"Saúde";"Atenção básica";"2.203.422,00";"2.203.422,00";"2.203.422,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ CARLOS";"0005";"AMAPÁ (UF)";"Saúde";"Atenção básica";"2.204.432,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLAUBER BRAGA";"0022";"RIO DE JANEIRO (UF)";"Educação";"Ensino profissional";"2.204.647,21";"106.750,00";"106.750,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANA VALLE";"0011";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"2.205.688,00";"2.205.688,00";"2.205.688,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GENECIAS NORONHA";"0001";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.207.410,00";"2.207.410,00";"2.207.410,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RONALDO MARTINS";"0017";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.209.212,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZA ERUNDINA";"0010";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"2.217.087,00";"540.826,77";"516.224,36";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE GUIMARAES";"0004";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.218.852,00";"2.218.852,00";"2.218.852,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"STYVENSON VALENTIM";"0002";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.218.959,00";"1.819.006,00";"1.819.006,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"REGUFFE";"0001";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.225.026,00";"2.225.026,00";"2.225.026,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCOS PEREIRA";"0001";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.238.980,00";"1.738.980,00";"1.738.980,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DARIO BERGER";"0010";"MÚLTIPLO";"Saúde";"Atenção básica";"2.240.112,00";"2.240.112,00";"2.240.112,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOAO DANIEL";"0015";"AQUIDABÃ - SE";"Encargos especiais";"Outras transferências";"2.240.734,00";"2.240.734,00";"2.240.734,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NEWTON CARDOSO JR";"0006";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"2.243.248,00";"2.243.248,00";"2.243.248,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DR. ZACHARIAS CALIL";"0004";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.243.769,00";"2.443.813,00";"2.443.813,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEILA BARROS";"0008";"MÚLTIPLO";"Múltiplo";"Múltiplo";"2.244.117,00";"950.000,00";"950.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VANDERLEI MACRIS";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"2.246.679,00";"2.246.679,00";"2.246.679,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JEAN PAUL PRATES";"0009";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino profissional";"2.246.731,99";"255.688,05";"255.688,05";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FLAVIO BOLSONARO";"0013";"MÚLTIPLO";"Múltiplo";"Múltiplo";"2.246.732,00";"1.081.798,02";"1.081.798,02";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ANDRE ABDON";"0002";"SANTANA - AP";"Encargos especiais";"Outras transferências";"2.258.418,00";"2.258.418,00";"2.258.418,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PROFESSORA DAYANE PIMENTEL";"0010";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"2.258.418,00";"1.629.209,00";"1.629.209,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DELEGADO WALDIR";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"2.258.816,00";"2.258.816,00";"2.258.816,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TADEU ALENCAR";"0003";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.264.692,00";"2.264.692,00";"2.264.692,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FRANCISCO JR.";"0004";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.269.423,00";"1.769.196,00";"1.769.196,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FABIO REIS";"0001";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"2.276.735,00";"2.276.735,00";"2.276.735,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CLAUDIO CAJADO";"0001";"BAHIA (UF)";"Urbanismo";"infra-estrutura urbana";"2.280.893,00";"89.823,00";"89.823,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ATILA LINS";"0003";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"2.280.893,00";"2.280.893,00";"2.280.893,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALUISIO MENDES";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"2.280.893,00";"2.280.893,00";"2.280.893,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLAUBER BRAGA";"0024";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"2.284.881,00";"2.284.881,00";"2.284.881,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLAUBER BRAGA";"0006";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.284.882,00";"2.284.882,00";"2.284.882,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARILIA ARRAES";"0005";"PERNAMBUCO (UF)";"Agricultura";"Promoção da produção agropecuária";"2.285.848,08";"1.197.184,14";"1.197.184,14";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SANDRO ALEX";"0003";"PARANÁ (UF)";"Educação";"Ensino profissional";"2.286.565,67";"500.839,05";"451.252,08";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EXPEDITO NETTO";"0003";"RONDÔNIA (UF)";"Saúde";"Atenção básica";"2.290.832,00";"1.948.703,00";"1.948.703,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SAMIA BOMFIM";"0003";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.295.497,00";"2.295.497,00";"2.295.497,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALAN RICK";"0011";"ACRE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.299.798,00";"2.299.798,00";"2.299.798,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL CHRISOSTOMO";"0006";"RONDÔNIA (UF)";"Saúde";"Atenção básica";"2.299.930,00";"450.210,00";"450.210,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ABILIO SANTANA";"0010";"GANDU - BA";"Encargos especiais";"Outras transferências";"2.300.000,00";"2.300.000,00";"2.300.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULA BELMONTE";"0003";"DISTRITO FEDERAL (UF)";"Cultura";"Difusão cultural";"2.315.000,00";"1.090.000,00";"1.050.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ LIMA";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.322.644,00";"2.322.644,00";"2.322.644,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BENEDITA DA SILVA";"0016";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"2.332.576,00";"2.332.576,00";"2.332.576,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AFONSO MOTTA";"0004";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.333.731,00";"875.178,00";"875.178,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PROFESSOR ISRAEL BATISTA";"0011";"DISTRITO FEDERAL (UF)";"Múltiplo";"Múltiplo";"2.341.582,00";"2.000.000,00";"2.000.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AECIO NEVES";"0006";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.342.588,00";"983.823,00";"983.823,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIA ROSAS";"0010";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"2.345.966,78";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SAMIA BOMFIM";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.346.061,00";"2.346.061,00";"2.346.061,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HUMBERTO COSTA";"0014";"PERNAMBUCO (UF)";"Múltiplo";"Múltiplo";"2.350.000,00";"118.896,00";"118.896,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ODAIR CUNHA";"0010";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"2.350.564,00";"83.953,00";"83.953,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PROFESSORA DAYANE PIMENTEL";"0003";"BAHIA (UF)";"Saúde";"Vigilância epidemiológica";"2.354.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO AUGUSTO PALARETI";"0001";"MÚLTIPLO";"Saúde";"Atenção básica";"2.358.365,00";"2.358.365,00";"2.358.365,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AFONSO MOTTA";"0002";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"2.360.864,00";"2.010.864,00";"2.010.864,00";"0,00";"0,00";"0,00";
